"","X","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","X.","Team"
"249",249,"FE Mendez Azpillaga ","1990-2004",73,67,6,"70",14,0,0,0,0,33,40,0,45.2,"Arg"
"250",250,"SD Shaw ","1996-2011",73,46,27,"10",2,0,0,0,0,44,29,0,60.27,"Eng/Lions"
"251",251,"O Tonita ","2000-2016",73,67,6,"75",15,0,0,0,0,38,33,2,53.42,"Rom"
"252",252,"A Voytov ","2003-2014",73,67,6,"15",3,0,0,0,0,29,42,2,41.09,"Russ"
"253",253,"BE Alexander ","2008-2014",72,46,26,"20",4,0,0,0,0,41,29,2,58.33,"Aust"
"254",254,"MN Brown ","2007-2018",72,64,8,"65",13,0,0,0,0,48,24,0,66.66,"Eng"
"255",255,"SM Cronin ","2009-2019",72,10,62,"30",6,0,0,0,0,46,23,3,65.97,"Ire"
"256",256,"J Fourie ","2003-2013",72,59,13,"160",32,0,0,0,0,52,20,0,72.22,"SA"
"257",257,"V Grachev ","1993-2011",72,69,3,"95",19,0,0,0,0,33,37,2,47.22,"Russ"
"258",258,"DG Humphreys ","1996-2005",72,44,28,"560",6,88,110,8,0,37,34,1,52.08,"Ire"
"259",259,"MPT Lynagh ","1984-1995",72,71,1,"911",17,140,177,9,0,51,20,1,71.52,"Aust"
"260",260,"JA Paul ","1998-2006",72,34,38,"70",14,0,0,0,0,51,21,0,70.83,"Aust"
"261",261,"NJ Phipps ","2011-2019",72,29,43,"40",8,0,0,0,0,36,32,4,52.77,"Aust"
"262",262,"A Radoi ","2008-2018",72,32,40,"56",11,0,0,0,0,48,23,1,67.36,"Rom"
"263",263,"BA Robinson ","2006-2014",72,53,19,"15",3,0,0,0,0,36,34,2,51.38,"Aust"
"264",264,"M Babaev ","2006-2019",71,65,6,"35",7,0,0,0,0,33,37,1,47.18,"Russ"
"265",265,"NA Back ","1994-2005",71,67,4,"88",17,0,0,1,0,53,17,1,75.35,"Eng/Lions"
"266",266,"G Brezoianu ","1996-2007",71,67,4,"142",28,1,0,0,0,36,35,0,50.7,"Rom"
"267",267,"O Brouzet ","1994-2003",71,57,14,"10",2,0,0,0,0,46,24,1,65.49,"Fra"
"268",268,"SS Burcea ","2006-2018",71,56,15,"40",8,0,0,0,0,44,25,2,63.38,"Rom"
"269",269,"CPJ Califano ","1994-2007",71,61,10,"30",6,0,0,0,0,41,30,0,57.74,"Fra"
"270",270,"ME Corry ","1997-2007",71,47,24,"30",6,0,0,0,0,40,30,1,57.04,"Eng/Lions"
"271",271,"WWV Crockett ","2009-2017",71,25,46,"10",2,0,0,0,0,66,3,2,94.36,"NZ"
"272",272,"CP Cusiter ","2004-2014",71,36,35,"15",3,0,0,0,0,24,45,2,35.21,"Lions/Scot"
"273",273,"JM Fernandez Lobbe ","2004-2015",71,69,2,"25",5,0,0,0,0,30,40,1,42.95,"Arg"
"274",274,"BT Foley ","2013-2019",71,62,9,"622",16,124,97,1,0,33,35,3,48.59,"Aust"
"275",275,"JM Gaminara ","2010-2019",71,66,5,"36",7,0,0,0,0,34,35,2,49.29,"Urug"
"276",276,"D Gerasimov ","2008-2020",71,61,10,"50",10,0,0,0,0,29,42,0,40.84,"Russ"
"277",277,"SB Grimes ","1997-2005",71,52,19,"25",5,0,0,0,0,27,43,1,38.73,"Scot"
"278",278,"NT Little ","1996-2011",71,60,11,"670",2,117,140,2,0,37,34,0,52.11,"Fiji"
"279",279,"JWG Marler ","2012-2020",71,51,20,"0",0,0,0,0,0,46,24,1,65.49,"Eng"
"280",280,"DA Mitchell ","2005-2016",71,54,17,"170",34,0,0,0,0,40,29,2,57.74,"Aust"
"281",281,"AM Nieto Serra ","2012-2019",71,62,9,"35",7,0,0,0,0,40,30,1,57.04,"Urug"
"282",282,"MRJ Parra ","2008-2019",71,45,26,"370",3,47,86,1,0,37,32,2,53.52,"Fra"
"283",283,"A Pichot ","1995-2007",71,69,2,"60",12,0,0,0,0,34,36,1,48.59,"Arg"
"284",284,"EGE Reddan ","2006-2016",71,26,45,"10",2,0,0,0,0,34,35,2,49.29,"Ire"
"285",285,"JL Sadourny ","1991-2001",71,66,5,"86",15,0,0,4,0,46,24,1,65.49,"Fra"
"286",286,"AC Stoica ","1997-2007",71,70,1,"55",11,0,0,0,0,21,49,1,30.28,"Italy"
"287",287,"L Thompson ","2007-2019",71,59,12,"45",9,0,0,0,0,44,25,2,63.38,"JPN"
"288",288,"PAT Weepu ","2004-2013",71,25,46,"103",7,10,16,0,0,62,8,1,88.02,"NZ"
"289",289,"QS Cooper ","2008-2017",70,50,20,"154",8,27,18,2,0,42,27,1,60.71,"Aust"
"290",290,"JN du Plessis ","2007-2015",70,58,12,"5",1,0,0,0,0,48,20,2,70,"SA"
"291",291,"A Enciso Fernandez-Valderama ","1993-2006",70,67,3,"45",9,0,0,0,0,28,41,1,40.71,"Spain"
"292",292,"A Ianyushkin ","2002-2015",70,49,21,"116",10,9,16,0,0,31,37,2,45.71,"Russ"
"293",293,"EA Jantjies ","2006-2019",70,46,24,"72",3,15,8,1,0,35,34,1,50.71,"Namib"
"294",294,"KM Logan ","1992-2003",70,63,7,"220",13,34,29,0,0,27,40,3,40.71,"Scot"
"295",295,"KM Maggs ","1997-2005",70,59,11,"75",15,0,0,0,0,39,30,1,56.42,"Ire"
"296",296,"AP Mehrtens ","1995-2004",70,62,8,"967",7,169,188,10,0,49,19,2,71.42,"NZ"
"297",297,"G Mieres Valente ","2010-2019",70,60,10,"65",13,0,0,0,0,38,30,2,55.71,"Urug"
"298",298,"JPR Pietersen ","2006-2016",70,65,5,"120",24,0,0,0,0,51,18,1,73.57,"SA"
"299",299,"TGL Shanklin ","2001-2010",70,56,14,"100",20,0,0,0,0,32,36,2,47.14,"Wales"
"300",300,"JH Smith ","2003-2014",70,65,5,"60",12,0,0,0,0,49,21,0,70,"SA"
"301",301,"DA Toner ","2010-2020",70,53,17,"10",2,0,0,0,0,50,19,1,72.14,"Ire"
"302",302,"AD Trimble ","2005-2017",70,57,13,"85",17,0,0,0,0,38,30,2,55.71,"Ire"
"303",303,"M Urjukashvili ","1997-2011",70,66,4,"320",17,47,46,1,0,40,30,0,57.14,"Georg"
"304",304,"AKE Baxter ","2003-2009",69,45,24,"5",1,0,0,0,0,40,28,1,58.69,"Aust"
"305",305,"R Bertranne ","1971-1981",69,69,0,"66",17,0,0,0,0,38,25,6,59.42,"Fra"
"306",306,"DS Coles ","2012-2019",69,49,20,"55",11,0,0,0,0,59,8,2,86.95,"NZ"
"307",307,"M Cuttitta ","1990-2000",69,66,3,"29",6,0,0,0,0,32,36,1,47.1,"Italy"
"308",308,"P de Villiers ","1999-2007",69,53,16,"10",2,0,0,0,0,45,22,2,66.66,"Fra"
"309",309,"C Dinu ","1965-1983",69,69,0,"0",0,0,0,0,0,46,19,4,69.56,"Rom"
"310",310,"GT Ford ","2014-2020",69,52,17,"308",10,54,48,2,0,52,16,1,76.08,"Eng"
"311",311,"E Gori ","2010-2019",69,49,20,"35",7,0,0,0,0,19,50,0,27.53,"Italy"
"312",312,"SP Horgan ","2000-2009",69,62,7,"105",21,0,0,0,0,40,27,2,59.42,"Ire/Lions"
"313",313,"I Klyuchnikov ","2003-2015",69,63,6,"96",6,12,14,0,0,32,36,1,47.1,"Russ"
"314",314,"BC Moore ","1987-1995",69,68,1,"4",1,0,0,0,0,48,20,1,70.28,"Eng/Lions"
"315",315,"F Murariu ","1976-1989",69,68,1,"32",8,0,0,0,0,45,22,2,66.66,"Rom"
"316",316,"PG Saint-Andre ","1990-1997",69,68,1,"152",32,0,0,0,0,46,22,1,67.39,"Fra"
"317",317,"SJ Cane ","2012-2019",68,48,20,"65",13,0,0,0,0,59,7,2,88.23,"NZ"
"318",318,"G Dumitru ","1973-1987",68,67,1,"12",3,0,0,0,0,42,24,2,63.23,"Rom"
"319",319,"A Fatakhov ","2005-2015",68,44,24,"5",1,0,0,0,0,28,38,2,42.64,"Russ"
"320",320,"AG Hastings ","1986-1995",68,68,0,"736",18,87,161,0,0,35,31,2,52.94,"Lions/Scot"
"321",321,"T Kikutani ","2005-2014",68,57,11,"160",32,0,0,0,0,41,26,1,61.02,"JPN"
"322",322,"MG Leitch ","2008-2019",68,62,6,"95",19,0,0,0,0,46,20,2,69.11,"JPN"
"323",323,"PJ O'Mahony ","2012-2020",68,59,9,"10",2,0,0,0,0,43,23,2,64.7,"Ire/Lions"
"324",324,"JT Rokocoko ","2003-2010",68,66,2,"230",46,0,0,0,0,55,13,0,80.88,"NZ"
"325",325,"CM Arboleya Sarazola ","2004-2018",67,39,28,"25",5,0,0,0,0,29,37,1,44.02,"Urug"
"326",326,"G Begadze ","2011-2020",67,33,34,"5",1,0,0,0,0,44,21,2,67.16,"Georg"
"327",327,"V Clerc ","2002-2013",67,57,10,"170",34,0,0,0,0,42,22,3,64.92,"Fra"
"328",328,"C Dominici ","1998-2007",67,59,8,"125",25,0,0,0,0,44,23,0,65.67,"Fra"
"329",329,"SH Easterby ","2000-2008",67,59,8,"45",9,0,0,0,0,43,23,1,64.92,"Ire/Lions"
"330",330,"P Feijoo Ugalde ","2002-2015",67,50,17,"100",20,0,0,0,0,28,37,2,43.28,"Spain"
"331",331,"Q Geldenhuys ","2009-2016",67,57,10,"0",0,0,0,0,0,17,50,0,25.37,"Italy"
"332",332,"S Hastings ","1986-1997",67,65,2,"43",10,0,0,0,0,36,29,2,55.22,"Lions/Scot"
"333",333,"DJ Herbert ","1994-2002",67,66,1,"55",11,0,0,0,0,50,16,1,75.37,"Aust"
"334",334,"MJ Horan ","2000-2011",67,48,19,"30",6,0,0,0,0,44,23,0,65.67,"Ire"
"335",335,"CR Jack ","2001-2007",67,59,8,"25",5,0,0,0,0,57,10,0,85.07,"NZ"
"336",336,"PN Kearns ","1989-1999",67,65,2,"34",8,0,0,0,0,50,17,0,74.62,"Aust"
"337",337,"G Labadze ","1996-2012",67,64,3,"60",12,0,0,0,0,39,25,3,60.44,"Georg"
"338",338,"BP Lima ","1991-2007",67,63,4,"140",29,0,0,0,0,32,33,2,49.25,"PI/Samoa"
"339",339,"DJ Lydiate ","2009-2018",67,61,6,"5",1,0,0,0,0,37,28,2,56.71,"Lions/Wales"
"340",340,"MS MacDonald ","2000-2012",67,56,11,"30",6,0,0,0,0,21,46,0,31.34,"USA"
"341",341,"DA Parks ","2004-2012",67,47,20,"266",4,15,55,17,0,25,41,1,38.05,"Scot"
"342",342,"RT Sanchez ","1996-2009",67,58,9,"25",5,0,0,0,0,26,41,0,38.8,"Urug"
"343",343,"TJ Smith ","1997-2005",67,67,0,"30",6,0,0,0,0,29,37,1,44.02,"Lions/Scot"
"344",344,"FPL Steyn ","2006-2019",67,38,29,"141",11,7,21,3,0,51,14,2,77.61,"SA"
"345",345,"JJ Thomas ","2003-2011",67,40,27,"35",7,0,0,0,0,30,34,3,47.01,"Wales"
"346",346,"LD Tuqiri ","2003-2008",67,59,8,"150",30,0,0,0,0,40,26,1,60.44,"Aust"
"347",347,"MI Ayerza ","2004-2015",66,43,23,"5",1,0,0,0,0,29,36,1,44.69,"Arg"
"348",348,"IJA Dagg ","2010-2017",66,63,3,"138",26,1,2,0,0,60,4,2,92.42,"NZ"
"349",349,"BS Davies ","2009-2019",66,44,22,"0",0,0,0,0,0,31,33,2,48.48,"Wales"
"350",350,"RJ Gray ","2010-2018",66,56,10,"15",3,0,0,0,0,32,34,0,48.48,"Lions/Scot"
"351",351,"S Horie ","2009-2019",66,59,7,"50",10,0,0,0,0,43,21,2,66.66,"JPN"
"352",352,"P James ","2003-2016",66,35,31,"0",0,0,0,0,0,30,35,1,46.21,"Wales"
"353",353,"PN Matera ","2013-2019",66,61,5,"30",6,0,0,0,0,18,48,0,27.27,"Arg"
"354",354,"EA Murray ","2005-2015",66,58,8,"10",2,0,0,0,0,25,40,1,38.63,"Scot"
"355",355,"H Porta ","1971-1990",66,66,0,"656",12,91,115,28,0,26,35,5,43.18,"Arg/SthAm"
"356",356,"F Puertas Soto ","1984-1999",66,64,2,"97",9,7,13,1,0,18,46,2,28.78,"Spain"
"357",357,"CDC Robshaw ","2009-2018",66,66,0,"10",2,0,0,0,0,44,22,0,66.66,"Eng"
"358",358,"M Sanguinetti ","2014-2019",66,53,13,"15",3,0,0,0,0,35,31,0,53.03,"Urug"
"359",359,"M Sharikadze ","2012-2019",66,64,2,"62",12,1,0,0,0,42,22,2,65.15,"Georg"
"360",360,"GM Somerville ","2000-2008",66,48,18,"5",1,0,0,0,0,55,11,0,83.33,"NZ"
"361",361,"WU Stanley ","1994-2003",66,64,2,"123",24,0,0,1,0,27,38,1,41.66,"Can"
"362",362,"M Steyn ","2009-2016",66,53,13,"736",8,102,154,10,0,41,23,2,63.63,"SA"
"363",363,"JA Strauss ","2008-2016",66,35,31,"30",6,0,0,0,0,37,27,2,57.57,"SA"
"364",364,"SM Taylor ","2000-2009",66,65,1,"30",6,0,0,0,0,29,37,0,43.93,"Scot"
"365",365,"F Trinh-Duc ","2008-2018",66,41,25,"93",9,6,5,7,0,34,30,2,53.03,"Fra"
"366",366,"VN Ursache ","2004-2018",66,48,18,"20",4,0,0,0,0,37,26,3,58.33,"Rom"
"367",367,"AG Venter ","1996-2001",66,57,9,"45",9,0,0,0,0,41,24,1,62.87,"SA"
"368",368,"LB Williams ","2012-2020",66,59,7,"70",14,0,0,0,0,37,27,2,57.57,"Lions/Wales"
"369",369,"I Zedginidze ","1998-2011",66,64,2,"65",13,0,0,0,0,38,24,4,60.6,"Georg"
"370",370,"D Cuesta Silva ","1983-1995",65,65,0,"125",28,0,0,0,0,31,32,2,49.23,"Arg/SthAm"
"371",371,"TI Dimofte ","2004-2013",65,55,10,"95",13,3,8,0,0,38,24,3,60.76,"Rom"
"372",372,"CI Fernandez Lobbe ","1996-2008",65,60,5,"30",6,0,0,0,0,33,32,0,50.76,"Arg"
"373",373,"OJ Hasan Jalil ","1995-2007",65,48,17,"20",4,0,0,0,0,34,30,1,53.07,"Arg"
"374",374,"AF Jacobsen ","2002-2012",65,51,14,"0",0,0,0,0,0,24,40,1,37.69,"Scot"
"375",375,"JO Launchbury ","2012-2020",65,48,17,"25",5,0,0,0,0,46,18,1,71.53,"Eng"
"376",376,"V Lucaci ","2009-2019",65,57,8,"50",10,0,0,0,0,46,18,1,71.53,"Rom"
"377",377,"Y Maestri ","2012-2018",65,61,4,"5",1,0,0,0,0,25,38,2,40,"Fra"
"378",378,"E Matveev ","2007-2020",65,26,39,"65",13,0,0,0,0,26,38,1,40.76,"Russ"
"379",379,"P Pape ","2004-2015",65,57,8,"25",5,0,0,0,0,38,25,2,60,"Fra"
"380",380,"JF Slattery ","1970-1984",65,65,0,"12",3,0,0,0,0,27,30,8,47.69,"Ire/Lions"
"381",381,"MWIWNA Vunipola ","2012-2020",65,33,32,"5",1,0,0,0,0,47,17,1,73.07,"Eng/Lions"
"382",382,"PJ Winterbottom ","1982-1993",65,65,0,"13",3,0,0,0,0,32,31,2,50.76,"Eng/Lions"
"383",383,"KDR Brown ","2005-2014",64,46,18,"20",4,0,0,0,0,25,38,1,39.84,"Scot"
"384",384,"S Dellape ","2002-2011",64,53,11,"15",3,0,0,0,0,18,45,1,28.9,"Italy"
"385",385,"F Galthie ","1991-2003",64,58,6,"49",10,0,0,0,0,38,25,1,60.15,"Fra"
"386",386,"A Giorgadze ","1996-2011",64,54,10,"60",12,0,0,0,0,38,24,2,60.93,"Georg"
"387",387,"IM Gough ","1998-2010",64,52,12,"5",1,0,0,0,0,30,30,4,50,"Wales"
"388",388,"BJ Kay ","2001-2009",64,49,15,"10",2,0,0,0,0,44,19,1,69.53,"Eng/Lions"
"389",389,"PGFG Mesquita de Foro ","2007-2017",64,54,10,"110",22,0,0,0,0,22,40,2,35.93,"Port"
"390",390,"K Mikautadze ","2010-2020",64,53,11,"10",2,0,0,0,0,35,28,1,55.46,"Georg"
"391",391,"BJ Paulse ","1999-2007",64,58,6,"130",26,0,0,0,0,36,27,1,57.03,"SA"
"392",392,"TTR Perenara ","2014-2019",64,16,48,"65",13,0,0,0,0,54,8,2,85.93,"NZ"
"393",393,"A Qera ","2005-2018",64,55,9,"45",9,0,0,0,0,32,30,2,51.56,"Fiji"
"394",394,"G Shvelidze ","1998-2011",64,51,13,"35",7,0,0,0,0,37,24,3,60.15,"Georg"
"395",395,"DS Stewart ","1989-2001",64,62,2,"84",5,9,14,0,0,29,34,1,46.09,"Can"
"396",396,"P Vaccari ","1991-2003",64,63,1,"107",22,0,0,0,0,27,36,1,42.96,"Italy"
"397",397,"H Agulla ","2005-2015",63,52,11,"30",6,0,0,0,0,25,37,1,40.47,"Arg"
"398",398,"SB Betsen Tchoua ","1997-2007",63,50,13,"45",9,0,0,0,0,43,19,1,69.04,"Fra"
"399",399,"NL Blevins ","2009-2019",63,47,16,"60",12,0,0,0,0,22,40,1,35.71,"Can"
"400",400,"MJ Cockbain ","1997-2003",63,34,29,"5",1,0,0,0,0,46,16,1,73.8,"Aust"
"401",401,"M Crauste ","1957-1966",63,63,0,"30",10,0,0,0,0,38,16,9,67.46,"Fra"
"402",402,"B Dauga ","1964-1972",63,63,0,"34",11,0,0,0,0,30,26,7,53.17,"Fra"
"403",403,"GO Edwards ","1967-1978",63,63,0,"91",20,2,1,4,0,40,15,8,69.84,"Lions/Wales"
"404",404,"NC Farr-Jones ","1984-1993",63,62,1,"37",9,0,0,0,0,42,20,1,67.46,"Aust"
"405",405,"JL Hamilton ","2006-2015",63,51,12,"5",1,0,0,0,0,18,44,1,29.36,"Scot"
"406",406,"DA Hickie ","1997-2007",63,63,0,"145",29,0,0,0,0,40,22,1,64.28,"Ire/Lions"
"407",407,"T Ito ","1996-2005",63,40,23,"30",6,0,0,0,0,26,36,1,42.06,"JPN"
"408",408,"JJP Kirwan ","1984-1994",63,62,1,"143",35,0,0,0,0,48,12,3,78.57,"NZ"
"409",409,"MA Lazar ","2008-2019",63,49,14,"15",3,0,0,0,0,37,24,2,60.31,"Rom"
"410",410,"JT Lomu ","1994-2002",63,54,9,"185",37,0,0,0,0,44,17,2,71.42,"NZ"
"411",411,"A Malo Navio ","1985-1999",63,62,1,"9",2,0,0,0,0,22,40,1,35.71,"Spain"
"412",412,"M Medard ","2008-2019",63,52,11,"73",14,0,0,1,0,35,27,1,56.34,"Fra"
"413",413,"M Portela de Morais ","1996-2010",63,58,5,"33",6,0,1,0,0,27,32,4,46.03,"Port"
"414",414,"M Rees ","2005-2014",63,50,13,"10",2,0,0,0,0,24,38,1,38.88,"Lions/Wales"
"415",415,"DJ Rossouw ","2003-2011",63,42,21,"50",10,0,0,0,0,40,22,1,64.28,"SA"
"416",416,"ST Sio ","2013-2019",63,51,12,"5",1,0,0,0,0,32,29,2,52.38,"Aust"
"417",417,"S Sititi ","1999-2009",63,51,12,"85",17,0,0,0,0,33,30,0,52.38,"PI/Samoa"
"418",418,"Y Tamura ","2012-2019",63,49,14,"273",5,55,46,0,0,41,21,1,65.87,"JPN"
"419",419,"DJ Vickerman ","2002-2011",63,41,22,"0",0,0,0,0,0,38,24,1,61.11,"Aust"
"420",420,"JPR Williams ","1969-1981",63,63,0,"39",6,2,3,1,0,42,15,6,71.42,"Lions/Wales"
"421",421,"KGM Wood ","1994-2003",63,60,3,"75",15,0,0,0,0,26,36,1,42.06,"Ire/Lions"
"422",422,"T Benvenuti ","2010-2019",62,48,14,"35",7,0,0,0,0,18,44,0,29.03,"Italy"
"423",423,"RM Brooke ","1992-1999",62,61,1,"20",4,0,0,0,0,47,13,2,77.41,"NZ"
"424",424,"S Chabal ","2000-2011",62,33,29,"30",6,0,0,0,0,35,26,1,57.25,"Fra"
"425",425,"AG Foley ","1995-2005",62,59,3,"25",5,0,0,0,0,37,24,1,60.48,"Ire"
"426",426,"L Gross ","1996-2003",62,61,1,"0",0,0,0,0,0,21,41,0,33.87,"USA"
"427",427,"JE Horwill ","2007-2016",62,53,9,"30",6,0,0,0,0,35,26,1,57.25,"Aust"
"428",428,"DC Howlett ","2000-2007",62,55,7,"245",49,0,0,0,0,51,10,1,83.06,"NZ"
"429",429,"YE Huget ","2010-2019",62,54,8,"70",14,0,0,0,0,29,32,1,47.58,"Fra"
"430",430,"GDC Ma'afu ","2010-2019",62,52,10,"10",2,0,0,0,0,31,29,2,51.61,"Fiji"
"431",431,"L Nakarawa ","2009-2019",62,57,5,"65",13,0,0,0,0,33,28,1,54.03,"Fiji"
"432",432,"M Paraschivescu ","1975-1987",62,60,2,"24",6,0,0,0,0,40,20,2,66.12,"Rom"
"433",433,"J Pritchard ","2003-2015",62,58,4,"607",18,104,103,0,0,26,34,2,43.54,"Can"
"434",434,"RGA Snow ","1995-2007",62,59,3,"40",8,0,0,0,0,27,33,2,45.16,"Can"
"435",435,"R So'oialo ","2002-2009",62,53,9,"30",6,0,0,0,0,53,9,0,85.48,"NZ"
"436",436,"M Alemanno ","2014-2019",61,34,27,"20",4,0,0,0,0,17,44,0,27.86,"Arg"
"437",437,"S Baikeinuku ","2000-2016",61,54,7,"356",5,65,66,1,0,28,32,1,46.72,"Fiji/PI"
"438",438,"CM Chalmers ","1989-1999",61,58,3,"172",5,11,33,10,0,28,31,2,47.54,"Lions/Scot"
"439",439,"J Condom ","1982-1990",61,60,1,"0",0,0,0,0,0,38,19,4,65.57,"Fra"
"440",440,"R Howley ","1996-2002",61,60,1,"50",10,0,0,0,0,29,31,1,48.36,"Lions/Wales"
"441",441,"B Khamashuridze ","1998-2011",61,51,10,"75",15,0,0,0,0,34,25,2,57.37,"Georg"
"442",442,"RTRN Kuridrani ","2013-2019",61,51,10,"110",22,0,0,0,0,32,27,2,54.09,"Aust"
"443",443,"WJ le Roux ","2013-2019",61,56,5,"60",12,0,0,0,0,40,20,1,66.39,"SA"
"444",444,"M Nariashvili ","2012-2020",61,53,8,"5",1,0,0,0,0,38,23,0,62.29,"Georg"
"445",445,"SK O'Brien ","2009-2019",61,53,8,"35",7,0,0,0,0,32,26,3,54.91,"Ire/Lions"
"446",446,"MA Ross ","2009-2016",61,59,2,"0",0,0,0,0,0,37,22,2,62.29,"Ire"
"447",447,"O Roumat ","1989-1996",61,58,3,"23",5,0,0,0,0,35,25,1,58.19,"Fra"
"448",448,"B Samkharadze ","2004-2012",61,23,38,"30",6,0,0,0,0,37,22,2,62.29,"Georg"
"449",449,"R Silva Pisano ","2012-2019",61,55,6,"84",13,5,3,0,0,34,27,0,55.73,"Urug"
"450",450,"S Socol ","2001-2011",61,56,5,"40",8,0,0,0,0,36,23,2,60.65,"Rom"
"451",451,"TM Vaega ","1986-2001",61,56,5,"79",14,4,3,0,0,35,25,1,58.19,"Samoa"
"452",452,"DTH van der Merwe ","2006-2019",61,57,4,"190",38,0,0,0,0,19,39,3,33.6,"Can"
"453",453,"GW Weir ","1990-2000",61,53,8,"19",4,0,0,0,0,24,35,2,40.98,"Scot"
"454",454,"D Yachvili ","2002-2012",61,35,26,"373",2,51,85,2,0,37,23,1,61.47,"Fra"
"455",455,"F Corodeanu ","1997-2009",60,56,4,"55",11,0,0,0,0,31,29,0,51.66,"Rom"
"456",456,"MRD d'Orey Branco ","1996-2007",60,56,4,"25",5,0,0,0,0,31,25,4,55,"Port"
"457",457,"CW Dowd ","1993-2000",60,50,10,"10",2,0,0,0,0,47,13,0,78.33,"NZ"
"458",458,"MA Durand ","1997-2008",60,39,21,"45",9,0,0,0,0,38,22,0,63.33,"Arg"
"459",459,"TGAL Flood ","2006-2013",60,36,24,"301",4,40,66,1,0,30,28,2,51.66,"Eng"
"460",460,"S Ghizzoni ","1977-1987",60,59,1,"77",17,0,0,3,0,27,30,3,47.5,"Italy"
"461",461,"M Giovanelli ","1989-2000",60,56,4,"19",4,0,0,0,0,27,32,1,45.83,"Italy"
"462",462,"AR Irvine ","1972-1982",60,60,0,"297",11,26,67,0,0,22,34,4,40,"Lions/Scot"
"463",463,"CAI Johnston ","2005-2017",60,44,16,"20",4,0,0,0,0,25,34,1,42.5,"PI/Samoa"
"464",464,"RST Kefu ","1997-2003",60,52,8,"50",10,0,0,0,0,40,19,1,67.5,"Aust"
"465",465,"BW Redpath ","1993-2003",60,52,8,"5",1,0,0,0,0,28,31,1,47.5,"Scot"
"466",466,"IR Tofan ","1997-2007",60,40,20,"316",12,53,46,4,0,31,29,0,51.66,"Rom"
"467",467,"JW Wilson ","1993-2001",60,60,0,"234",44,1,3,1,0,45,14,1,75.83,"NZ"
"468",468,"P Benetton ","1989-1999",59,47,12,"34",7,0,0,0,0,39,19,1,66.94,"Fra"
"469",469,"FE Bunce ","1991-1997",59,59,0,"100",21,0,0,0,0,44,13,2,76.27,"NZ/Samoa"
"470",470,"V Goneva ","2007-2019",59,49,10,"110",22,0,0,0,0,28,29,2,49.15,"Fiji"
"471",471,"C Heymans ","2000-2011",59,46,13,"80",16,0,0,0,0,37,20,2,64.4,"Fra"
"472",472,"PS Johns ","1990-2000",59,57,2,"20",4,0,0,0,0,22,36,1,38.13,"Ire"
"473",473,"TJ Kiernan ","1960-1973",59,59,0,"193",2,27,42,2,0,23,28,8,45.76,"Ire/Lions"
"474",474,"S Koto Vuli ","2005-2017",59,47,12,"10",2,0,0,0,0,30,28,1,51.69,"Fiji/PI"
"475",475,"JC McGrath ","2013-2019",59,34,25,"10",2,0,0,0,0,40,17,2,69.49,"Ire/Lions"
"476",476,"PPR Mack ","2009-2019",59,33,26,"15",3,0,0,0,0,17,41,1,29.66,"Can"
"477",477,"JS Montoya ","2014-2019",59,9,50,"45",9,0,0,0,0,18,41,0,30.5,"Arg"
"478",478,"AD Oliver ","1997-2007",59,53,6,"15",3,0,0,0,0,42,17,0,71.18,"NZ"
"479",479,"PA Orr ","1976-1987",59,59,0,"0",0,0,0,0,0,20,36,3,36.44,"Ire/Lions"
"480",480,"SP Poidevin ","1980-1991",59,59,0,"20",5,0,0,0,0,37,19,3,65.25,"Aust"
"481",481,"JP Rives ","1975-1984",59,59,0,"20",5,0,0,0,0,39,17,3,68.64,"Fra"
"482",482,"J Salazar Lizarraga ","2000-2014",59,55,4,"15",3,0,0,0,0,19,39,1,33.05,"Spain"
"483",483,"MA Scelzo ","1996-2011",59,33,26,"50",10,0,0,0,0,34,24,1,58.47,"Arg"
"484",484,"HFG Southwell ","2004-2011",59,42,17,"40",8,0,0,0,0,22,36,1,38.13,"Scot"
"485",485,"A Temnov ","2005-2018",59,52,7,"35",7,0,0,0,0,29,29,1,50,"Russ"
"486",486,"BC Thorn ","2003-2011",59,51,8,"20",4,0,0,0,0,51,8,0,86.44,"NZ"
"487",487,"F Velazco Querol ","1995-2006",59,52,7,"81",13,2,2,2,0,23,34,2,40.67,"Spain"
"488",488,"A Vilaseca Hontou ","2013-2019",59,56,3,"85",13,5,3,0,0,34,24,1,58.47,"Urug"
"489",489,"D Aguirre ","1992-2007",58,58,0,"115",7,10,20,0,0,23,35,0,39.65,"Urug"
"490",490,"J Bregvadze ","2008-2019",58,38,20,"20",4,0,0,0,0,32,24,2,56.89,"Georg"
"491",491,"MZV Brooke ","1987-1997",58,54,4,"89",17,0,0,3,0,45,11,2,79.31,"NZ"
"492",492,"HAW Buydens ","2006-2019",58,46,12,"0",0,0,0,0,0,22,35,1,38.79,"Can"
"493",493,"MD Chisholm ","2004-2010",58,33,25,"30",6,0,0,0,0,33,23,2,58.62,"Aust"
"494",494,"L Cittadini ","2008-2017",58,30,28,"15",3,0,0,0,0,14,44,0,24.13,"Italy"
"495",495,"CM Cullen ","1996-2002",58,56,2,"236",46,3,0,0,0,42,14,2,74.13,"NZ"
"496",496,"AG Dickinson ","2007-2016",58,31,27,"10",2,0,0,0,0,23,35,0,39.65,"Scot"
